rating	bug_commits
4.09433	26
4.09784	0
4.0946	1
4.09079	0
4.05601	5
4.05562	1
4.06483	0
4.09037	1
4.11424	1
4.1187	0
4.12794	0
4.13849	0
4.14016	1
4.14373	0
4.15024	2
4.15856	2
4.1637	1
4.17663	4
4.1791	1
4.1799	0
4.197	1
4.2028	3
4.2043	5
4.20505	2
4.21935	2
4.22182	5
4.22714	1
4.2373	1
4.24204	0
4.24213	1
4.24185	1
